일자,통화건수,한국은행 기준금리,지점,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),1시간 최다일사량(MJ/m2),일 최심신적설(cm),KOSPI지수,KOSDAQ지수
2016-08-12,56674,1.25,108,30.4,26.4,35.9,0,6.7,2,68.3,2.9,0,2050.47,705.18
2016-08-13,61560,1.25,108,30.2,26.8,35.1,0,7.6,2.4,67.9,2.83,0,2050.47,705.18
2016-08-14,62672,1.25,108,28.9,27.3,31.8,0.2,8.2,2,74,1.53,0,2050.47,705.18
2016-08-15,57462,1.25,108,29.1,25.8,34,0,7.6,1.9,65.5,2.36,0,2050.47,705.18
2016-08-16,53113,1.25,108,29.3,26.2,34.9,0.5,9,1.6,64.9,1.8,0,2047.76,698.87
2016-08-17,44399,1.25,108,29.9,25.1,34.7,0,8,1.9,60.4,2.78,0,2043.75,693.67
2016-08-18,45441,1.25,108,29.9,26.2,34.3,0,6.3,1.6,61.9,2.04,0,2055.47,696.93
2016-08-19,52713,1.25,108,28.9,26.6,33.2,11.5,8.8,1.4,69.5,1.44,0,2056.24,696.2
2016-08-20,61330,1.25,108,30.1,26.5,34.9,0,5.9,1.7,59,2.31,0,2056.24,696.2
2016-08-21,60677,1.25,108,30.7,26.9,36.6,0,6.5,2,58,2.69,0,2056.24,696.2
2016-08-22,41638,1.25,108,30.7,25.8,36.3,0.4,8,2.1,58,2.76,0,2042.16,688.15
2016-08-23,44073,1.25,108,28.3,26,33,8,7.1,2.1,68.8,2.08,0,2049.93,687.38
2016-08-24,43999,1.25,108,29.1,26.4,32.9,0,5.6,1.8,59.1,1.82,0,2043.76,687.78
2016-08-25,47305,1.25,108,27.1,24,32.2,4.5,9.6,1.9,70.4,2.15,0,2042.92,683.96
2016-08-26,51270,1.25,108,23,19.5,28.2,20,13.6,3.7,57,2.91,0,2037.5,680.43
2016-08-27,61671,1.25,108,23.4,16.9,29.7,0,10.9,3.1,43.3,2.75,0,2037.5,680.43
2016-08-28,61591,1.25,108,21,18.3,24.5,1.5,11.2,2.6,62.5,1.44,0,2037.5,680.43
2016-08-29,38466,1.25,108,22.2,17.4,27.1,0,7.9,2,54.5,2.64,0,2032.35,663.58
2016-08-30,42004,1.25,108,20.6,17.9,24.5,0,11.2,3.3,60,1.98,0,2039.74,667.61
2016-08-31,48965,1.25,108,17.7,16.1,19.2,17.5,12.5,3.6,85,0.42,0,2034.65,663.69
2016-09-01,47040,1.25,108,23.2,15.8,28.6,0,15.7,3,71,2.01,0,2032.72,671.29
2016-09-02,50793,1.25,108,24.2,20.6,29,4.5,9.4,2.8,69,2.53,0,2038.31,676.91
2016-09-03,62508,1.25,108,23.9,20.4,28.6,0.5,7.4,1.8,73.8,1.64,0,2038.31,676.91
2016-09-04,60455,1.25,108,25.6,22.1,29.6,0,5.2,1.5,71.3,1.46,0,2038.31,676.91
2016-09-05,38337,1.25,108,26.4,23,31.1,0,7.2,1.7,66,2.16,0,2060.08,679.49
2016-09-06,42871,1.25,108,24.7,21,29,0,7.6,1.8,69,1.93,0,2066.53,679.26
2016-09-07,42431,1.25,108,24.3,20.9,28.6,0,6.9,1.8,69.8,1.8,0,2061.88,672.49
2016-09-08,45890,1.25,108,23,21.5,26.5,4.5,7,1.2,76,1.65,0,2063.73,667.4
2016-09-09,51706,1.25,108,23.9,19.7,29.3,0,7,1.8,71,2.51,0,2037.87,664.99
2016-09-10,62362,1.25,108,24.4,20,29.1,0,5.7,1.6,65.4,1.55,0,2037.87,664.99
2016-09-11,58924,1.25,108,24.5,22.1,28.2,0,5.5,1.7,66.3,1.56,0,2037.87,664.99
2016-09-12,40764,1.25,108,23.4,21.4,27.5,2.5,9,1.9,68.9,1.34,0,1991.48,652.91
2016-09-13,49698,1.25,108,24.6,19.6,30.8,0,6.1,1.8,62.5,2.65,0,1999.36,660.15
2016-09-14,35283,1.25,108,24.6,21.4,28.9,0,6.3,1.8,66.1,1.91,0,1999.36,660.15
2016-09-15,20654,1.25,108,23.9,18.8,29.5,0,6,1.3,68.1,2.09,0,1999.36,660.15
2016-09-16,40529,1.25,108,24.6,20.4,29.5,0,5,1.5,64.9,2.17,0,1999.36,660.15
2016-09-17,55559,1.25,108,23.1,18.5,28.2,7,10.3,2.9,64.8,2.59,0,1999.36,660.15
2016-09-18,56258,1.25,108,23.5,20.2,28.3,0,8.7,3.1,53.4,2.35,0,1999.36,660.15
2016-09-19,36682,1.25,108,21.9,18.2,27.8,0,11.3,3.5,53.3,2.27,0,2015.78,666.64
2016-09-20,40088,1.25,108,20.6,15.4,26.8,0,11,3.1,41.1,2.63,0,2025.71,674.51
2016-09-21,41212,1.25,108,20.2,14.3,25.3,0,6.7,2,43.4,2.22,0,2035.99,678.28
2016-09-22,42307,1.25,108,21.9,17.5,27.2,0,6.4,1.8,46.3,2.54,0,2049.7,685.24
2016-09-23,50509,1.25,108,21.4,16.4,27.9,0,5.6,1.6,57.9,2.43,0,2054.07,688.59
2016-09-24,62376,1.25,108,22.3,16.5,28.9,0,6.2,1.6,60.6,2.38,0,2054.07,688.59
2016-09-25,59455,1.25,108,23,18.6,29.7,0,5.5,1.2,57.6,2.12,0,2054.07,688.59
2016-09-26,38299,1.25,108,23.6,19.7,28.9,0,7.8,1.8,59,1.92,0,2047.11,686.76
2016-09-27,47872,1.25,108,21,19.1,23.8,13.5,5.4,1.3,82.5,0.41,0,2062.82,687.99
2016-09-28,42315,1.25,108,19.9,18.7,21.8,0.5,6.1,1,85,0.52,0,2053.06,686.76
2016-09-29,43244,1.25,108,20.4,18.2,24.8,0,10,3,64.4,2.19,0,2068.72,689.83
2016-09-30,51487,1.25,108,20.5,17.7,23.5,0,5.7,1.5,67,1.3,0,2043.63,681.21
2016-10-01,58719,1.25,108,21.1,17.5,25.6,0,4.9,1.2,69,2.08,0,2043.63,681.21
2016-10-02,66958,1.25,108,19,16.7,22.4,18.5,9.4,2.7,84.1,0.39,0,2043.63,681.21
2016-10-03,54191,1.25,108,22.7,19.6,27.9,6.5,11,2.7,73.3,2.37,0,2043.63,681.21
2016-10-04,39556,1.25,108,22,15.6,29,0,9.2,2.4,58.9,2.43,0,2054.86,685.88
2016-10-05,41512,1.25,108,21.1,17.5,27.2,0,8,3,61.9,2.34,0,2053,685.44
2016-10-06,44471,1.25,108,18,13.6,23.5,0,8.1,2.6,59.3,2.38,0,2065.3,684.33
2016-10-07,54899,1.25,108,19.7,0,24.8,2,8.3,2.5,68,1.71,0,2053.8,675.9
2016-10-08,64593,1.25,108,16.8,10.3,21.8,6,11.3,2.9,66.4,2.29,0,2053.8,675.9
2016-10-09,60476,1.25,108,11.3,6.5,16.6,0,10.1,2.9,46.3,2.4,0,2053.8,675.9
2016-10-10,40242,1.25,108,14,7.4,21.4,0,6,1.6,43.3,2.34,0,2056.82,674.74
2016-10-11,43702,1.25,108,15.4,10,21.1,0,5.9,1.8,62.4,1.93,0,2031.93,670.64
2016-10-12,42322,1.25,108,15.5,11.4,20.7,0,6.4,2,57,2.14,0,2033.73,669.95
2016-10-13,43952,1.25,108,15.2,9.3,21.9,0,6,1.4,44.1,2.11,0,2015.44,663.09
2016-10-14,51772,1.25,108,16.7,10.5,23.5,0,5,1.3,61.8,1.84,0,2022.66,664.92
2016-10-15,60225,1.25,108,19.1,12.4,27.1,0,5.2,1.3,61,2.04,0,2022.66,664.92
2016-10-16,61651,1.25,108,17.2,15.4,19.5,1.5,5,1.5,74.1,0.48,0,2022.66,664.92
2016-10-17,38508,1.25,108,17.5,14.5,21.7,0,6.6,1.4,76.1,1.62,0,2027.61,659.83
2016-10-18,40291,1.25,108,17,11.2,24,0,5.3,1.4,70.9,1.94,0,2040.43,660.29
2016-10-19,42104,1.25,108,18,14,24.3,0,5.6,1.5,67.6,1.99,0,2040.94,661.26
2016-10-20,43813,1.25,108,18.6,12.9,25.8,0,8.9,1.8,61.3,1.96,0,2040.6,655.68
2016-10-21,51877,1.25,108,17.9,15.7,22,0,8.6,3,59,1.44,0,2033,651.77
2016-10-22,59189,1.25,108,18.3,14.5,22.8,0,6.7,1.9,59,1.35,0,2033,651.77
2016-10-23,63167,1.25,108,13.3,10.6,17.8,2.5,12.8,4,66.3,0.6,0,2033,651.77
2016-10-24,38387,1.25,108,15.1,9,20.6,0,6.8,2.4,54.8,2.08,0,2047.74,647.88
2016-10-25,44078,1.25,108,14.1,12.5,17.5,37,7.7,2.2,84,1.23,0,2037.17,640.17
2016-10-26,42568,1.25,108,13.3,10.5,16.3,0,6.3,1.4,81,1.06,0,2013.89,635.51
2016-10-27,43474,1.25,108,14.6,8.6,20.9,0,7.4,2,65,1.68,0,2024.12,648.57
2016-10-28,51420,1.25,108,14.6,10.2,18.4,0.3,10.4,2.5,61.8,1.26,0,2019.42,640.17
2016-10-29,63479,1.25,108,7.8,3.5,11.2,0,11.2,3,40.3,1.2,0,2019.42,640.17
2016-10-30,61139,1.25,108,7.9,1.6,15.1,0,4.7,1.5,31.9,2.07,0,2019.42,640.17
2016-10-31,41991,1.25,108,5.7,0.7,8.2,0.5,8.5,2.1,60,0.34,0,2008.19,624.68
2016-11-01,44001,1.25,108,1.5,-2.4,6.6,0,7.7,2.7,43.6,2.09,0,2007.39,626.38
2016-11-02,45173,1.25,108,4.1,-2.7,10.5,0.1,8.1,1.3,53,1.85,0,1978.94,606.06
2016-11-03,44080,1.25,108,9.1,4.2,14.1,0.2,8.4,1.6,62.8,1.62,0,1983.8,609.99
2016-11-04,52169,1.25,108,12.3,0,15.4,0,9.8,2.7,67,1.14,0,1982.02,610.82
2016-11-05,61153,1.25,108,15,12.2,18.1,0,8.7,2.2,77.4,0.77,0,1982.02,610.82
2016-11-06,58141,1.25,108,14,11.9,18.3,0,9.4,3.4,59.4,1.74,0,1982.02,610.82
2016-11-07,39958,1.25,108,12.8,8.5,17.8,5.5,9.1,2.8,71.3,1.38,0,1997.58,622.17
2016-11-08,42908,1.25,108,4.1,0.4,8.4,0.5,9.6,3.5,58,1.85,0,2003.38,624.19
2016-11-09,44671,1.25,108,2.1,-3.2,8.6,0,8.4,1.9,41.1,1.92,0,1958.38,599.74
2016-11-10,45972,1.25,108,6,1.5,9.8,0.4,7.2,2,55.5,0.68,0,2002.6,623.23
2016-11-11,52210,1.25,108,9.1,6.2,14.2,4,9.3,2.1,63,1.67,0,1984.43,621.89
2016-11-12,62502,1.25,108,11.4,5.1,16.7,0,9.7,2.3,62.1,1.58,0,1984.43,621.89
2016-11-13,60127,1.25,108,14.4,12.1,18.1,0.5,5.8,1.7,75,1.26,0,1984.43,621.89
2016-11-14,41033,1.25,108,13.2,10.2,15.8,1.5,6.9,1.7,78.5,0.58,0,1974.4,621.23
2016-11-15,43189,1.25,108,5.2,2.5,10.2,0,8.2,2.8,44.3,1.88,0,1967.53,617.43
2016-11-16,44936,1.25,108,5.2,0,12,0,4.9,1.4,44.3,1.5,0,1979.65,627.83
2016-11-17,49180,1.25,108,9.1,4,16.5,0,4.3,1.2,56.4,1.6,0,1980.55,627.76
2016-11-18,54784,1.25,108,10.3,4.9,14.6,0,5.5,1.9,58.4,1.58,0,1974.58,620.26
2016-11-19,64763,1.25,108,13,9.9,18.6,0,7.5,2.2,71,1.55,0,1974.58,620.26
2016-11-20,58038,1.25,108,9.8,6.4,15.3,0,7.2,2.5,48.6,1.68,0,1974.58,620.26
2016-11-21,38943,1.25,108,9.5,5.1,14.6,0,7.9,2.2,40.5,0.75,0,1966.05,609.33
2016-11-22,43335,1.25,108,2,-2.1,8.4,0.2,9.7,3.9,43.3,1.55,0,1983.47,610.74
2016-11-23,46203,1.25,108,-1.8,-4.8,3.6,0,9.6,2.9,38,1.57,0,1987.95,600.29
2016-11-24,47594,1.25,108,-2.5,-6.2,2.4,0,7.9,2.1,37.8,1.73,0,1971.26,592.65
2016-11-25,55643,1.25,108,1,-3.5,6,0,7.8,1.5,43.9,1.52,0,1974.46,597.82
2016-11-26,68968,1.25,108,0.9,-0.7,2.7,2.8,6.1,2.4,70,0.37,0.7,1974.46,597.82
2016-11-27,62255,1.25,108,3.3,0.5,6.6,0,8,1.5,81.3,0.57,0,1974.46,597.82
2016-11-28,40334,1.25,108,1.4,-1.4,5.6,0,7.1,2.5,58,1.64,0,1978.13,593.05
2016-11-29,43322,1.25,108,1.7,-2.8,8.6,0,4.9,1.6,40.8,1.59,0,1978.39,596.07
2016-11-30,45136,1.25,108,6,0.7,9.8,1,6.2,1.9,60,0.82,0,1983.48,596.11
2016-12-01,45612,1.25,108,4.1,-1,7,0,12.9,3.6,48,1.7,0,1983.75,593.85
2016-12-02,53812,1.25,108,1.6,-3.5,7.9,0,6.6,1.7,48,1.67,0,1970.61,586.73
2016-12-03,62807,1.25,108,4.5,-0.7,11.3,0,4.2,1.4,58.8,1.54,0,1970.61,586.73
2016-12-04,58696,1.25,108,5.5,2,9.5,0,4.7,1.2,60,0.83,0,1970.61,586.73
2016-12-05,40450,1.25,108,5.9,0.5,10.3,1.5,10.4,3,69.1,0.96,0,1963.36,575.12
2016-12-06,43567,1.25,108,-1.1,-4.2,4.3,0,9.3,2.5,38.5,1.7,0,1989.86,581.35
2016-12-07,44739,1.25,108,1.7,-2.7,7.5,0,6.9,2.3,58.3,1.32,0,1991.89,578.52
2016-12-08,47740,1.25,108,2.1,-3,6.1,3,5.5,1.7,70,0.99,0,2031.07,584.62
2016-12-09,59396,1.25,108,1.4,-2.9,4.2,3,9.6,2.8,65.8,1.57,0,2024.69,594.35
2016-12-10,66134,1.25,108,-1.6,-5.9,3.6,0,7.3,1.9,47.6,1.62,0,2024.69,594.35
2016-12-11,63177,1.25,108,-1.1,-6.1,6.4,0,6.5,1.2,42.6,1.64,0,2024.69,594.35
2016-12-12,41337,1.25,108,2.3,-3,6.3,0,5.3,1.9,37.9,1.19,0,2027.24,603.08
2016-12-13,44273,1.25,108,3.4,-0.4,8.8,0,7.9,2,53.6,1.43,0,2035.98,611.09
2016-12-14,47284,1.25,108,-1.4,-2.3,-0.1,0.1,6.5,2.7,68.1,0.56,0,2036.87,612.47
2016-12-15,49461,1.25,108,-5,-7.6,-1.5,0,8.6,3,42,1.65,0,2036.65,620.61
2016-12-16,56938,1.25,108,-4.7,-9.8,0,0,7.6,2.3,40,1.67,0,2042.24,622.08
2016-12-17,62383,1.25,108,2.7,-2.7,8,0,5.8,1.8,60.1,1.35,0,2042.24,622.08
2016-12-18,57618,1.25,108,4.9,2.7,8.1,0,6.2,1.9,68.8,0.53,0,2042.24,622.08
2016-12-19,39255,1.25,108,7.2,4.3,12,0.1,8.3,2.5,66,1.16,0,2038.39,622.77
2016-12-20,42637,1.25,108,7.6,4.4,13.6,0,5.2,1.2,71.3,1.4,0,2041.94,617.99
2016-12-21,47310,1.25,108,7.9,4.1,12.6,29,10.8,3.6,76,1.13,0,2037.96,618.63
2016-12-22,49864,1.25,108,5.5,1.5,11,23.5,10.8,3.5,90,0.26,0,2035.73,615.93
2016-12-23,56154,1.25,108,-2.5,-4.4,1.5,0.1,10.6,3.4,71,0.68,0,2035.9,619.75
2016-12-24,72126,1.25,108,-2.4,-4.3,1.1,0,5.5,1.8,66,1.35,0,2035.9,619.75
2016-12-25,64476,1.25,108,1,-4.5,6.4,0,5.3,1.7,69.5,1.54,0,2035.9,619.75
2016-12-26,41700,1.25,108,2.5,1.3,4.4,0,7.9,1.4,73.8,0.27,0,2037.75,615.16
2016-12-27,45732,1.25,108,-2.3,-6.3,1.3,0.5,9.6,3.5,54.6,1.64,0.5,2042.17,618.38
2016-12-28,47252,1.25,108,-3.7,-8.4,2.6,0,5.8,1.8,49,1.61,0,2024.49,627.27
2016-12-29,51557,1.25,108,-4.2,-7.2,-1.1,0.3,9.5,2.9,53,1.66,1,2026.46,631.44
2016-12-30,60057,1.25,108,-3.9,-9.1,1,0,5.3,1.3,50.9,1.4,0,2026.46,631.44
2016-12-31,66225,1.25,108,0.7,-3.6,5.7,0,4.8,1.5,65.4,1.01,0,2026.46,631.44
2017-01-01,51296,1.25,108,2.7,-1.6,6.9,0,4.5,1.5,75.9,0.9,0,2026.46,631.44
2017-01-02,38817,1.25,108,5,0,9.2,0.3,7,2.2,78,1.15,0,2026.16,632.04
2017-01-03,41208,1.25,108,2,-2.3,7.7,0,7.2,1.8,61.8,1.53,0,2043.97,636.57
2017-01-04,42609,1.25,108,3.9,1,8.9,0,6.5,1.7,55,1.48,0,2045.64,639.79
2017-01-05,44058,1.25,108,3.8,-0.1,7.3,0,9.4,3.1,52.3,0.7,0,2041.95,642.48
2017-01-06,50650,1.25,108,5.4,2.5,11.4,0,8.7,2.2,59,1.55,0,2049.12,643.68
2017-01-07,56882,1.25,108,4.6,0,10.5,0,5.3,1.4,64.9,1.36,0,2049.12,643.68
2017-01-08,56685,1.25,108,6.5,4,10.9,0,8,2.6,61.4,1.26,0,2049.12,643.68
2017-01-09,40121,1.25,108,1.5,-3.1,4.3,0,9.5,3.3,60.8,1.49,0,2048.78,642.15
2017-01-10,45694,1.25,108,-3.7,-7.4,1.1,0,13.1,3.1,45,1.6,0,2045.12,636.73
2017-01-11,46114,1.25,108,-3.8,-9.4,1.5,0,9.3,2.1,36.4,1.64,0,2075.17,637.9
2017-01-12,47099,1.25,108,-2.2,-6.1,1,0,12.1,3.2,43,1.66,0.1,2087.14,632.87
2017-01-13,56889,1.25,108,-6,-8.6,-1.4,0.6,11,2.9,47.4,1.76,1.5,2076.79,634.68
2017-01-14,65014,1.25,108,-8.4,-10.5,-5.4,0,11.7,3.8,33.3,1.81,0,2076.79,634.68
2017-01-15,59997,1.25,108,-6.6,-11.5,-0.9,0,7.4,2.3,35,1.8,0,2076.79,634.68
2017-01-16,41340,1.25,108,-3.8,-8.9,4,0,4.9,1.3,38,1.73,0,2064.17,627.88
2017-01-17,44272,1.25,108,-2,-7.1,3.4,0,4.9,1.5,46.6,1.34,0,2071.87,624
2017-01-18,45265,1.25,108,-0.5,-3,2.8,0,4.7,1.3,68.9,0.81,0,2070.54,626.89
2017-01-19,46034,1.25,108,-1.2,-4.9,4.7,0,7,1.5,55,1.35,0,2072.79,626.19
2017-01-20,58929,1.25,108,-4.4,-7.8,-1.4,4,10.6,3,70,1.32,6.6,2065.61,622.12
2017-01-21,69342,1.25,108,-5.2,-10,-0.9,2.1,10.8,1.6,78.1,1.76,3.2,2065.61,622.12
2017-01-22,66676,1.25,108,-8.3,-10.9,-3.3,0,10.9,3.8,51.3,1.79,0,2065.61,622.12
2017-01-23,44414,1.25,108,-8.9,-12.6,-4.1,0,7.5,2.2,48,1.8,0,2065.99,615.99
2017-01-24,46269,1.25,108,-7,-11.6,-1.3,0,6.6,2,49.6,1.79,0,2065.76,612.93
2017-01-25,48725,1.25,108,-5.2,-10.2,0.9,0,6.9,1.5,50.6,1.8,0,2066.94,609.64
2017-01-26,53084,1.25,108,-1.3,-7.9,3.4,0.3,11.9,2.2,64.4,1.38,0,2083.59,616.81
2017-01-27,35078,1.25,108,-2.6,-5.7,3.1,3,11.6,3.4,47,1.83,0,2083.59,616.81
2017-01-28,19635,1.25,108,-1.6,-8.2,4.3,0,6,1.8,38,1.83,0,2083.59,616.81
2017-01-29,44106,1.25,108,0.8,-0.9,2.5,4.5,6.4,1.8,71.1,0.39,2.1,2083.59,616.81
2017-01-30,55011,1.25,108,-4.8,-7.9,-0.9,0.1,8.8,3.3,61.4,1.92,0.1,2083.59,616.81
2017-01-31,43013,1.25,108,-5.4,-9.9,0.2,0,6,1.7,45,1.84,0,2067.57,616.13
2017-02-01,43236,1.25,108,-4,-7.5,0.7,0,8.6,2.6,45,1.94,0,2080.48,623.68
2017-02-02,44084,1.25,108,-2.7,-9.2,3.3,0,8.4,2.7,53,1.98,0,2071.01,613.04
2017-02-03,51819,1.25,108,1.5,-2.3,6.7,0,7,1.5,65,1.73,0,2073.16,609.21
2017-02-04,60179,1.25,108,0.9,-2.9,3.2,0,4.9,1.6,69.4,0.56,0,2073.16,609.21
2017-02-05,58699,1.25,108,1.2,-1.5,2.3,0.5,7.8,2.1,75.3,0.48,0,2073.16,609.21
2017-02-06,39749,1.25,108,-1.7,-4.4,2.6,0,8.9,3,51,1.94,0,2077.66,610.96
2017-02-07,43510,1.25,108,-2,-5.6,3,0,5.2,1.5,45,1.31,0,2075.21,608.72
2017-02-08,45916,1.25,108,-2.2,-4.9,0.6,0,7.8,2,50.1,0.89,0,2065.08,608.79
2017-02-09,47621,1.25,108,-5.3,-7.1,-2.1,0,11,3.7,47,2.08,0,2065.88,611.04
2017-02-10,54604,1.25,108,-6.6,-9.3,-2.5,0,10.7,4.1,44,2.06,0,2075.08,610.58
2017-02-11,62037,1.25,108,-4.8,-9.2,0.8,0,9.8,2.8,45,2.09,0,2075.08,610.58
2017-02-12,59398,1.25,108,-2.2,-7.4,4.2,0,7.9,2.1,51,2.11,0,2075.08,610.58
2017-02-13,40748,1.25,108,0.1,-5.4,6.1,0,6.4,1.6,59.6,1.51,0,2078.65,611.94
2017-02-14,44083,1.25,108,0.3,-4,6.5,0,7.5,2.5,46,2.1,0,2074.57,611.54
2017-02-15,44994,1.25,108,1.8,-3.9,8,0,5.9,1.4,52,1.8,0,2083.86,615.95
2017-02-16,46452,1.25,108,5.5,-1.9,10.3,0,7.2,2,63.9,0.86,0,2081.84,616.58
2017-02-17,56414,1.25,108,0.8,-5.2,9,4,11.5,3.9,56.9,2.26,0,2080.58,618.7
2017-02-18,61495,1.25,108,-2.6,-7,2.9,0,10.2,2.7,49,2.17,0,2080.58,618.7
2017-02-19,59638,1.25,108,2.3,-3.4,5.7,1,8.9,1.9,68,1.55,0,2080.58,618.7
2017-02-20,42470,1.25,108,-1.5,-5.2,5.4,0.5,12.3,4.2,53.8,2.21,0,2084.39,619.97
2017-02-21,44926,1.25,108,-0.6,-7.6,6.9,0,5.5,1.7,37,2.22,0,2102.93,622.47
2017-02-22,50675,1.25,108,1.7,-0.9,2.9,5.1,10.2,2.7,70.8,0.35,0,2106.61,621.39
2017-02-23,47606,1.25,108,-1.5,-4.2,2.1,0,11.6,3.8,56.4,2.33,0,2107.63,617.67
2017-02-24,54309,1.25,108,-0.8,-5.8,4.4,0,8.8,2.2,51.3,2.29,0,2094.12,614.75
2017-02-25,60375,1.25,108,2.6,-2.8,8.4,0,9.8,2.3,64,2.27,0,2094.12,614.75
2017-02-26,58736,1.25,108,3.6,-1.5,10.1,0,8.2,2.1,52.8,2.29,0,2094.12,614.75
2017-02-27,42570,1.25,108,3.7,-1.8,10.7,0,7.3,1.8,37.4,2.32,0,2085.52,612.12
2017-02-28,50068,1.25,108,5.6,-1.3,12.3,0,7,2,41.5,2.16,0,2091.64,612.2
2017-03-01,59145,1.25,108,5,2,11.4,5,10.7,1.8,65,1.55,0,2091.64,612.2
2017-03-02,43898,1.25,108,1.8,-1.1,6.6,0.5,8.6,3.1,59.5,2.37,0,2102.65,608.93
2017-03-03,45966,1.25,108,3.3,-3.1,10.4,0,9.5,2.1,54.4,2.22,0,2078.75,600.73
2017-03-04,57488,1.25,108,5.7,0.1,12.7,0,6.4,1.6,60,2.32,0,2078.75,600.73
2017-03-05,55891,1.25,108,5.2,1.2,10.4,0.5,7.9,2.1,71.6,1.94,0,2078.75,600.73
2017-03-06,38041,1.25,108,0.1,-2.8,4,0,12.2,4,41.3,2.52,0,2081.36,604.05
2017-03-07,40627,1.25,108,-1.3,-4,2.9,0,12.7,3.9,37.5,2.51,0,2094.05,606.05
2017-03-08,41700,1.25,108,-0.1,-5.3,5,0,12.1,3.1,51,2.5,0,2095.41,605.75
2017-03-09,42261,1.25,108,3.2,-2.7,10.7,0,11.7,3.1,47.3,2.4,0,2091.06,606.13
2017-03-10,65130,1.25,108,4.8,-1.2,12.2,0,7.9,2.2,37.4,2.49,0,2097.35,612.26
2017-03-11,61383,1.25,108,7.3,-0.2,16.7,0,8.1,1.8,37.4,2.41,0,2097.35,612.26
2017-03-12,58852,1.25,108,8.2,4.4,14,0,9.1,2,58.4,1.61,0,2097.35,612.26
2017-03-13,35918,1.25,108,6.9,1.5,12.2,0,7.8,2.5,49.8,2.43,0,2117.59,615.59
2017-03-14,38700,1.25,108,5.8,1,10.9,0,9.6,3.2,37.5,2.52,0,2133.78,614.12
2017-03-15,40218,1.25,108,6.3,0.4,13.3,0,8.4,2.1,35,2.48,0,2133,608.68
2017-03-16,40613,1.25,108,6.2,1,13.4,0,8.6,1.9,41.8,2.31,0,2150.08,613.88
2017-03-17,48629,1.25,108,7.7,1.2,15.7,0,8.7,2,43.1,2.28,0,2164.58,613.26
2017-03-18,58381,1.25,108,9.5,5.9,16.1,0,9.3,2.3,34.1,2.4,0,2164.58,613.26
2017-03-19,54541,1.25,108,10.9,3.2,18.9,0,6.4,1.6,36,2.47,0,2164.58,613.26
2017-03-20,34634,1.25,108,10.2,6,15.5,0,7.3,1.8,40.4,0.94,0,2157.01,609.11
2017-03-21,36910,1.25,108,7.4,4.3,12.6,0,10.3,3.1,48.1,2.43,0,2178.38,609.73
2017-03-22,39007,1.25,108,7.6,1.9,14.1,0,8.1,2.5,32.8,2.57,0,2168.3,607.57
2017-03-23,41112,1.25,108,9.1,5.1,15,0,7.5,2.2,34,2.33,0,2172.72,605.53
2017-03-24,48152,1.25,108,8.7,3.9,15.2,0,7.5,2.1,41.4,1.97,0,2168.95,608.18
2017-03-25,58195,1.25,108,8.1,5,12.6,0,7.8,2.1,41.1,1.77,0,2168.95,608.18
2017-03-26,57306,1.25,108,7.3,4.8,11.6,0,8,2.2,53.1,1.91,0,2168.95,608.18
2017-03-27,35982,1.25,108,6.1,4.4,10.9,0.4,17.9,2.5,67.4,1.4,0,2155.66,607.07
2017-03-28,38907,1.25,108,7.1,2.5,12.7,0,7.6,1.9,59.8,1.85,0,2163.31,612.28
2017-03-29,37794,1.25,108,8.8,4.7,14.4,0,7.2,2.3,54.9,2.58,0,2166.98,613.63
2017-03-30,39923,1.25,108,10.6,4.1,17.1,0,7,1.9,50,2.46,0,2164.64,614.68
2017-03-31,53060,1.25,108,8.6,4.9,12.4,1.5,9.8,2.4,70.6,1.02,0,2160.23,619.28
2017-04-01,58295,1.25,108,9,4.8,15.1,1,11.2,2.1,61,2.72,0,2160.23,619.28
2017-04-02,55460,1.25,108,9,3.1,15.8,0,9.4,2.1,53.1,2.68,0,2160.23,619.28
2017-04-03,33833,1.25,108,11.4,4.3,19.2,0,8,2.1,45.6,2.73,0,2167.51,628.52
2017-04-04,36531,1.25,108,14.1,6.7,21.8,0,8,2,35.3,2.46,0,2161.1,625.49
2017-04-05,44842,1.25,108,12,10.8,14.2,37.5,8.3,2.4,66,0.55,0,2160.85,630.17
2017-04-06,39960,1.25,108,10.4,9.4,12.4,3,9.4,2.4,90,0.87,0,2152.75,630.46
2017-04-07,47332,1.25,108,14.5,9,23.5,0,6.8,2.1,68.1,2.69,0,2151.73,633.32
2017-04-08,58095,1.25,108,13,8.6,19.9,0.5,8.8,2.5,74.5,2.5,0,2151.73,633.32
2017-04-09,55788,1.25,108,14.8,10.6,20.5,0.5,10.2,2.8,59.6,2.49,0,2151.73,633.32
2017-04-10,34739,1.25,108,16.5,10.1,23.3,0,9,2.8,25.8,2.93,0,2133.32,619.41
2017-04-11,37198,1.25,108,15.3,11.5,20.2,0,12.3,3.2,36.8,2.77,0,2123.85,621.64
2017-04-12,38854,1.25,108,11.5,8.8,16.4,0,11.8,3.7,21.8,2.92,0,2128.91,621.45
2017-04-13,39290,1.25,108,12.7,6.3,19.6,0,8.9,2.5,54,2.29,0,2148.61,623.87
2017-04-14,54313,1.25,108,13,10.1,17.7,6,15.6,3.5,57.9,1.84,0,2134.88,618.24
