일자,통화건수,한국은행 기준금리,지점,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),1시간 최다일사량(MJ/m2),일 최심신적설(cm),KOSPI지수,KOSDAQ지수
2013-12-01,62631,2.5,108,4.5,1.4,8.6,0,6.9,2.1,66.9,1.57,0,2030.78,512.69
2013-12-02,35513,2.5,108,3.9,0.1,6.6,0,5.2,1.4,64.3,0.53,0,2030.78,512.69
2013-12-03,38600,2.5,108,6.7,4.5,9.9,0,7.7,1.6,62.6,1.29,0,2009.36,508.16
2013-12-04,40319,2.5,108,5.5,2.1,9.6,0,6.2,1.8,72.8,1.28,0,1986.8,506.28
2013-12-05,42425,2.5,108,5.5,2.1,9,0,6.9,2.4,73.4,0.87,0,1984.77,506.32
2013-12-06,50767,2.5,108,3,-0.7,7,0,7.2,2.7,42.6,1.63,0,1980.41,506.32
2013-12-07,64412,2.5,108,6.2,3.8,11,0.1,8.2,1.9,60.8,1.44,0,1980.41,506.32
2013-12-08,64725,2.5,108,4.2,2.5,6.5,0,6.3,2.8,75.3,0.4,0,1980.41,506.32
2013-12-09,42083,2.5,108,3.8,1.9,5.2,14,10.2,3.1,83.1,0.11,0,2000.38,502.23
2013-12-10,41425,2.5,108,0.3,-2.2,3.5,0,10.4,3.2,56.1,1.56,0,1993.45,497.72
2013-12-11,45384,2.5,108,-1.7,-4.3,0.2,2.6,13.2,3.9,64.1,1.38,3.3,1977.97,494.78
2013-12-12,48321,2.5,108,-3.2,-6.3,0.3,4.1,11,2.7,69.9,0.92,4.4,1967.93,495.64
2013-12-13,57583,2.5,108,-6.8,-8.9,-4.3,0,8.5,2.4,47.5,1.65,0,1962.91,494.36
2013-12-14,76072,2.5,108,-4.9,-8.5,-1.4,1.1,6.6,1.5,65.4,1.19,0.8,1962.91,494.36
2013-12-15,68239,2.5,108,-4.4,-8,0.7,0,6.1,1.9,48.1,1.63,0,1962.91,494.36
2013-12-16,39126,2.5,108,-3.6,-7.3,0.5,0,5.9,1.8,52.6,0.94,0,1961.15,488.19
2013-12-17,41842,2.5,108,-0.3,-5.5,4.7,0,4.9,1.5,52.4,1.47,0,1965.74,486.15
2013-12-18,42277,2.5,108,2.2,-0.9,6.5,0.8,8,2.4,65.1,1.45,1.9,1974.63,485.65
2013-12-19,45495,2.5,108,-3.5,-6.5,-0.9,0.3,11,4,60.6,1.22,0.9,1975.65,484.17
2013-12-20,52533,2.5,108,-4,-8.1,-0.1,0,10.1,2.6,56.3,1.41,0,1983.35,488.41
2013-12-21,66611,2.5,108,-3.1,-6.3,0.9,0,7.1,1.8,56.4,1.42,0,1983.35,488.41
2013-12-22,64178,2.5,108,-2.1,-6.8,3.1,0,5.7,1.9,57.5,1.5,0,1983.35,488.41
2013-12-23,40710,2.5,108,-1.1,-3.7,2.3,0,7,2.2,57.1,1.55,0,1996.89,489.63
2013-12-24,75330,2.5,108,-1.6,-5.9,4,0,5.4,1.7,58,1.47,0,2001.59,491.08
2013-12-25,70276,2.5,108,-0.5,-4.4,3.7,0,5.8,1.8,60.4,1.38,0,2001.59,491.08
2013-12-26,40634,2.5,108,-0.5,-4,2.7,1.6,9.9,2.6,67.8,0.65,1.7,1999.3,488.87
2013-12-27,49839,2.5,108,-6.8,-9.3,-3.7,0,9.7,3.4,49.5,1.55,0,2002.28,496.77
2013-12-28,63718,2.5,108,-6.5,-9.8,-2.7,0,9.7,2.5,44.1,1.63,0,2002.28,496.77
2013-12-29,63911,2.5,108,-2.9,-8,1.6,0.1,8.2,2.1,59.8,1.52,0.1,2002.28,496.77
2013-12-30,42781,2.5,108,2.2,-1.9,6.3,0,12.2,2.9,55.4,1.23,0,2011.34,499.99
2013-12-31,73181,2.5,108,3.8,0.5,8,0,13.2,3.6,58.8,1.31,0,2011.34,499.99
2014-01-01,55628,2.5,108,4,0.3,7.9,0,14.8,3.7,51.3,1.13,0,2011.34,499.99
2014-01-02,38344,2.5,108,1.5,-1.3,6.2,0,6,2,35.4,1.6,0,1967.19,496.28
2014-01-03,44865,2.5,108,2.3,-1.1,7.3,0,7.8,2.5,54.4,1.22,0,1946.14,499.33
2014-01-04,57280,2.5,108,-0.1,-3.7,5.6,0,7.6,2.4,47.1,1.46,0,1946.14,499.33
2014-01-05,56907,2.5,108,-0.8,-4.3,3.8,0,6.9,1.9,48.4,1.29,0,1946.14,499.33
2014-01-06,36267,2.5,108,0.8,-3.7,6.4,0,5.3,1.6,50.4,1.43,0,1953.28,500.62
2014-01-07,39305,2.5,108,3,0.3,5.5,0,4.4,1.7,56,0.56,0,1959.44,504.86
2014-01-08,42840,2.5,108,0.5,-5.7,4,0,11.3,3.3,56.6,1.09,0,1958.96,509.78
2014-01-09,45344,2.5,108,-7.8,-10.4,-4.3,0,11.1,3.6,26.3,1.73,0,1946.11,511.6
2014-01-10,51654,2.5,108,-4.7,-9.3,-0.9,0,7.2,2,48.6,1.48,0,1938.54,510.19
2014-01-11,60706,2.5,108,-1.7,-5.4,2.4,0,6.1,1.9,44.1,1.46,0,1938.54,510.19
2014-01-12,64649,2.5,108,-2.4,-7.7,2.5,0,10.5,3.4,43.5,1.38,0,1938.54,510.19
2014-01-13,39219,2.5,108,-6.2,-10.5,-1.6,0,8,2.9,26,1.73,0,1948.92,512.92
2014-01-14,41153,2.5,108,-4.3,-8.9,1.1,0,7.1,2.2,33.8,1.57,0,1946.07,512.27
2014-01-15,42854,2.5,108,-2.9,-7.6,2.2,0,6.8,1.7,42,1.61,0,1953.28,515.97
2014-01-16,43264,2.5,108,0.1,-4,3.6,0,5.6,1.9,59.9,1.02,0,1957.32,517.83
2014-01-17,49326,2.5,108,-0.1,-3.7,3.8,0,5.2,1.6,55.9,1.22,0,1944.48,518.1
2014-01-18,62632,2.5,108,-2.2,-4.9,0.8,0,10.9,3.1,42.4,1.69,0,1944.48,518.1
2014-01-19,60363,2.5,108,-2.6,-7.4,2.4,0,6.1,1.9,44.8,1.57,0,1944.48,518.1
2014-01-20,40782,2.5,108,-1.5,-4.2,1.9,5.3,10.4,3.2,83.3,0.68,5.3,1953.78,519.99
2014-01-21,41474,2.5,108,-5.5,-7.2,-3.1,0.7,7.2,2.4,62.6,0.84,0.8,1963.89,520.99
2014-01-22,41330,2.5,108,-3.9,-9.5,1.6,0,5.8,1.6,60,1.67,0,1970.42,523.07
2014-01-23,42229,2.5,108,-0.8,-5.2,4.1,0,5.7,2.1,66,1.5,0,1947.59,522.72
2014-01-24,47292,2.5,108,3,-1.1,5.7,0,6,2.6,64,0.58,0,1940.56,520.31
2014-01-25,63192,2.5,108,4.2,-0.4,6.3,3,8.9,2.4,74.4,0.54,0,1940.56,520.31
2014-01-26,57806,2.5,108,-2.1,-5.3,2.3,0,7.6,2.7,42.1,1.87,0,1940.56,520.31
2014-01-27,35717,2.5,108,0.2,-5.4,6,0,9.1,2.6,48,1.68,0,1910.34,507.51
2014-01-28,39980,2.5,108,1.5,-3,4.6,0.5,8.7,2.9,52.8,1.92,0,1916.93,509.29
2014-01-29,45606,2.5,108,2.2,-5.3,8.2,0,7.6,2.2,40.1,1.91,0,1941.15,515.2
2014-01-30,28743,2.5,108,4,-1,6.5,3.5,8.5,3,66.1,0.4,0,1941.15,515.2
2014-01-31,15414,2.5,108,1.3,-4.3,7,0,6.9,2.2,26.1,1.72,0,1941.15,515.2
2014-02-01,41323,2.5,108,4.9,3.7,6,11,8.4,3.4,63.8,0.12,0,1941.15,515.2
2014-02-02,48525,2.5,108,4.9,2.8,6.5,0.5,7.2,2,91.6,0.36,0,1941.15,515.2
2014-02-03,34308,2.5,108,-3.5,-8.2,2.8,0,10.8,4.3,38.5,1.53,0,1919.96,513.62
2014-02-04,37580,2.5,108,-7.4,-10.5,-3.7,0,11.5,3.4,25.9,2.04,0,1886.85,507.56
2014-02-05,39578,2.5,108,-4.8,-8.9,0.3,0,5.9,2,27.5,1.99,0,1891.32,505.62
2014-02-06,40971,2.5,108,-1.3,-5.2,4.5,0,5.4,1.7,29.8,1.88,0,1907.89,509.87
2014-02-07,49584,2.5,108,2.4,-2,7.6,0,12.1,4.8,47.3,1.67,0,1922.5,514.45
2014-02-08,66582,2.5,108,0.2,-1.5,2.5,4.3,10.7,4.3,79.4,0.97,5.8,1922.5,514.45
2014-02-09,61936,2.5,108,-1.6,-3.4,0.7,0.2,7.6,2.7,76.5,0.82,0.2,1922.5,514.45
2014-02-10,38019,2.5,108,-0.1,-2.9,4.4,0.2,7.7,2.5,55,2.2,0.5,1923.3,518.47
2014-02-11,41057,2.5,108,0.2,-3.8,5.2,0,8.6,3.2,42.1,2.09,0,1932.06,518.9
2014-02-12,42130,2.5,108,1.2,-2,5.1,0,6.5,2.5,49.3,1.84,0,1935.84,520.64
2014-02-13,41228,2.5,108,1.9,-2.1,6.5,0,7.5,2.2,46.1,1.84,0,1926.96,521.82
2014-02-14,49556,2.5,108,2.7,-0.7,7.6,0,8.3,3.1,47.3,1.82,0,1940.28,522.58
2014-02-15,58600,2.5,108,2.7,-1.9,8.5,0,8,2.7,54.6,2.01,0,1940.28,522.58
2014-02-16,59384,2.5,108,2.8,-1.1,8.1,0,6.6,1.7,53.3,1.5,0,1940.28,522.58
2014-02-17,36701,2.5,108,4.2,0.9,8.5,0,9.6,2,45.5,1.62,0,1946.36,522
2014-02-18,41245,2.5,108,2.5,0.3,5.4,0,9.9,3.5,45.9,1.47,0,1946.91,525.42
2014-02-19,43754,2.5,108,2.1,-1.9,6.7,0,6.6,2.6,48.6,1.78,0,1942.93,529.87
2014-02-20,45540,2.5,108,1.2,-1.2,5.5,0,8.4,2.8,61.5,1.8,0,1930.57,525.69
2014-02-21,51634,2.5,108,0.9,-4,6.9,0,7.5,2.6,49.1,2.22,0,1957.83,528.51
2014-02-22,61192,2.5,108,2.2,-2.1,7.4,0,8.2,2.1,49.3,1.93,0,1957.83,528.51
2014-02-23,62019,2.5,108,3.1,-1.8,8.5,0,6.7,2.1,50.6,1.65,0,1957.83,528.51
2014-02-24,38471,2.5,108,4.1,-0.3,9.3,0,7.3,2.3,58,1.64,0,1949.05,526.34
2014-02-25,41840,2.5,108,5.7,0.6,12.3,0,7.4,2,59.9,1.87,0,1964.86,528.61
2014-02-26,43084,2.5,108,8.4,1.4,16.4,0,6,1.9,44.9,2.09,0,1970.77,529.23
2014-02-27,44848,2.5,108,7.7,3.8,13.1,0,8.6,2.8,55.4,1.8,0,1978.43,528.37
2014-02-28,53468,2.5,108,6.7,1.3,12.3,0,7.7,2.3,58.8,1.75,0,1979.99,528.96
2014-03-01,61026,2.5,108,6,3.3,9.4,0,7.4,2.6,61.1,1.6,0,1979.99,528.96
2014-03-02,57101,2.5,108,4.5,-0.2,10.1,0,11.1,3,46.4,2.41,0,1979.99,528.96
2014-03-03,36434,2.5,108,5.2,-1,11.9,0,7.8,2,34.4,2.11,0,1964.69,529.86
2014-03-04,35016,2.5,108,6.3,2.2,12.3,0,8.9,2.9,48,1.91,0,1954.11,531.54
2014-03-05,39186,2.5,108,1.4,-1.4,5.3,0,13.8,4.4,44.8,2.45,0,1971.24,536.77
2014-03-06,40135,2.5,108,0.3,-3,5,0,12.6,3.6,43.4,2.2,0,1975.62,540.33
2014-03-07,49837,2.5,108,-0.6,-4.6,4.3,0,10.7,3.8,45.9,2.44,0,1974.68,543.76
2014-03-08,62420,2.5,108,2,-2.2,7,0,9.1,2.5,55,1.91,0,1974.68,543.76
2014-03-09,63803,2.5,108,1.4,-1.6,4.8,2.2,13.9,3.6,56.4,2.56,1.9,1974.68,543.76
2014-03-10,34757,2.5,108,1.5,-3.6,7.7,0,9.1,3,50.4,2.54,0,1954.42,542.19
2014-03-11,36631,2.5,108,4.5,-0.9,9.4,0,9.3,2.8,65,1.91,0,1963.87,547.68
2014-03-12,39572,2.5,108,6.9,4,9.5,0.2,5.4,1.5,75.8,0.86,0,1932.54,539.3
2014-03-13,38147,2.5,108,5.2,1.6,8.3,0,11.6,4,54.5,1.44,0,1934.38,547.51
2014-03-14,47484,2.5,108,3.4,-1.5,8.5,0,11,3.6,54.6,2.21,0,1919.9,544.27
2014-03-15,59901,2.5,108,6.8,0.1,13.4,0,13,4,66.8,2.18,0,1919.9,544.27
2014-03-16,57640,2.5,108,11.3,5.7,18.5,0,6.8,2.3,68.3,2.31,0,1919.9,544.27
2014-03-17,32820,2.5,108,12.6,6.9,19.4,0.5,15.5,3.5,79,1.94,0,1927.53,535.82
2014-03-18,34135,2.5,108,10.5,7.7,16,0.4,13.7,3.5,75.3,2.07,0,1940.21,541.15
2014-03-19,37014,2.5,108,9.6,7.4,12.3,0,7.1,2.9,65.5,1.17,0,1937.68,542.25
2014-03-20,38241,2.5,108,6.3,2.8,10.3,0.4,13.5,3.2,71.3,2.03,0,1919.52,541.79
2014-03-21,46632,2.5,108,5.9,1.2,12,0,9.4,3.4,52.5,2.65,0,1934.94,546.81
2014-03-22,58883,2.5,108,8.6,2.3,15.5,0,9.3,2.5,63.5,2.33,0,1934.94,546.81
2014-03-23,58938,2.5,108,9.6,4.6,15.5,0,9.7,3,63.6,2.19,0,1934.94,546.81
2014-03-24,30911,2.5,108,10.9,4.6,15.3,0,12.4,3.5,60.5,2.56,0,1945.55,545.6
2014-03-25,34436,2.5,108,14.6,11.9,18.2,0,8.2,2.7,75.9,1.61,0,1941.25,539.05
2014-03-26,35402,2.5,108,15.4,11.8,21.9,0,10.5,2.8,64.6,2.19,0,1964.31,544.13
2014-03-27,36798,2.5,108,13.5,7.7,20.4,0,7.1,2.8,68.9,2.07,0,1977.97,541.46
2014-03-28,45060,2.5,108,16.6,11.3,23.8,0,10.7,2.6,57.3,2.19,0,1981,544.1
2014-03-29,61656,2.5,108,15,13.2,18,3.5,7.1,2.5,73.4,0.58,0,1981,544.1
2014-03-30,57689,2.5,108,14.9,10.2,20.6,0,11,3.1,63.5,2.7,0,1981,544.1
2014-03-31,32541,2.5,108,14.5,8.8,20.2,0,9.6,2.3,49.3,2.18,0,1985.61,541.58
2014-04-01,35594,2.5,108,15.6,9.5,23,0,9.3,2.4,33.8,2.37,0,1991.98,549.08
2014-04-02,37516,2.5,108,15.5,9.9,21.9,0,8.1,2.7,30,2.46,0,1997.25,557.65
2014-04-03,39441,2.5,108,10.2,5.5,13.6,0.5,18.4,3.1,63,1.17,0,1993.7,557.01
2014-04-04,47540,2.5,108,6.6,2.3,11.7,0,11,3.4,52.6,2.71,0,1988.09,560.44
2014-04-05,61606,2.5,108,6.2,3.5,11,0,12.6,3,60.5,2.53,0,1988.09,560.44
2014-04-06,59954,2.5,108,7.4,2.3,12.8,0,13.6,4,50.6,2.89,0,1988.09,560.44
2014-04-07,31456,2.5,108,10.3,4.9,16.7,0,9.3,3.4,64.9,2.65,0,1989.7,554.23
2014-04-08,34613,2.5,108,11.9,5.7,19.7,0,7.4,2.6,60.9,2.66,0,1993.03,554.07
2014-04-09,35929,2.5,108,10.3,7,15.3,0,8.3,3,85.3,2.56,0,1998.95,552.22
2014-04-10,38056,2.5,108,12.5,7.2,20,0,7.1,2.4,71.5,2.12,0,2008.61,555.1
2014-04-11,46752,2.5,108,13.6,10.1,18.7,0,8.2,2.8,69.5,2.34,0,1997.44,555.87
2014-04-12,60417,2.5,108,14.3,11.1,17.2,0,5.5,1.7,68.8,1.38,0,1997.44,555.87
2014-04-13,61353,2.5,108,17.2,13.2,24.3,0,8.3,2.2,54.9,2.48,0,1997.44,555.87
2014-04-14,35835,2.5,108,16.3,12.1,22.4,0,10.4,2.7,53.3,2.5,0,1997.02,562.04
2014-04-15,35314,2.5,108,12.9,9.3,16.8,0,7.8,3.2,80.1,2.14,0,1992.27,562.11
2014-04-16,36838,2.5,108,14,10,19.4,0,5.9,1.8,81,1.49,0,1992.21,565.96
2014-04-17,40913,2.5,108,14.7,8.4,20.9,3,8.1,1.9,67.4,2.17,0,1992.05,565.75
2014-04-18,46000,2.5,108,15.9,12,23,0,8.7,2.6,59.9,2.67,0,2004.28,571.23
2014-04-19,59486,2.5,108,14,11.4,18.4,0,10.6,4.5,56,2.5,0,2004.28,571.23
2014-04-20,57356,2.5,108,14.6,10,21.6,0,9.9,3.4,54.4,2.82,0,2004.28,571.23
2014-04-21,31695,2.5,108,15.1,9.8,21.4,0,11,3,55.1,2.95,0,1999.22,569.28
2014-04-22,34313,2.5,108,16,9.6,23.3,0,10.9,2.8,43.1,2.6,0,2004.22,570.98
2014-04-23,36568,2.5,108,17.2,10.4,24.9,0,7.5,2.5,49.4,2.7,0,2000.37,565.47
2014-04-24,37011,2.5,108,18.6,12.1,26.2,0,8.6,2,49,2.7,0,1998.34,561.12
2014-04-25,46882,2.5,108,19,12.3,25.9,0,9.3,2.2,32.5,2.57,0,1971.66,556.48
2014-04-26,59349,2.5,108,18.7,13.3,25.4,0,9.1,2.4,38.9,2.21,0,1971.66,556.48
2014-04-27,63054,2.5,108,15.6,13.6,18.3,8.5,6.2,2.3,86.6,1.16,0,1971.66,556.48
2014-04-28,38347,2.5,108,13.6,12.2,15,13.5,11.4,4.6,91.6,0.81,0,1969.26,556.96
2014-04-29,37227,2.5,108,15,11.9,18.9,5.5,13.4,4,69.5,1.92,0,1964.77,556.97
2014-04-30,42247,2.5,108,16.1,11.4,21.4,0,7.2,2.1,62.1,2.67,0,1961.79,559.34
2014-05-01,50753,2.5,108,16,10.4,22.1,0,9.3,3.2,60.5,2.84,0,1961.79,559.34
2014-05-02,49931,2.5,108,15.7,11.1,24.8,1,15.7,3.6,70.9,2.66,0,1959.44,558.66
2014-05-03,54412,2.5,108,13.1,8,19.3,0,11.7,3.9,54.6,3.14,0,1959.44,558.66
2014-05-04,53815,2.5,108,12.3,8.5,20.5,0.2,16.3,3.8,57.8,3.06,0,1959.44,558.66
2014-05-05,57362,2.5,108,11.3,6.8,15.5,0,14,5.1,56.5,3.05,0,1959.44,558.66
2014-05-06,54819,2.5,108,13.1,7.6,19,0,10.6,3.4,45.9,3.03,0,1959.44,558.66
2014-05-07,33914,2.5,108,15.7,8.7,22.3,2,12,3.8,48.3,2.68,0,1939.88,550.35
2014-05-08,45246,2.5,108,14.5,11.5,19.5,4,11.3,4.2,83.9,2.49,0,1950.6,546.89
2014-05-09,44616,2.5,108,16.8,9.8,23.8,0,9.2,2,60.8,2.92,0,1956.55,550.19
2014-05-10,57977,2.5,108,20.5,12.9,28.3,0,7.4,2.1,43.4,2.96,0,1956.55,550.19
2014-05-11,66494,2.5,108,18.9,15.9,23.8,23,10.3,3.4,54.4,1.54,0,1956.55,550.19
2014-05-12,31844,2.5,108,16.4,13.6,20.4,10,15.7,5.2,79.1,2.71,0,1964.94,551.4
2014-05-13,34065,2.5,108,19.2,11.9,25.6,0,12.8,4,69.9,2.89,0,1982.93,557.16
2014-05-14,35766,2.5,108,19.6,15.3,25.9,0,10,3.5,59.1,3.03,0,2010.83,560.3
2014-05-15,39028,2.5,108,18.2,14.5,23.7,0.3,13.1,4,66.9,2.96,0,2010.2,561.75
2014-05-16,47032,2.5,108,19,12.3,26.2,0,9.1,2.9,50.3,2.85,0,2013.44,557.59
2014-05-17,58449,2.5,108,20,14.3,26.2,0,7.2,2.3,48,2.42,0,2013.44,557.59
2014-05-18,58591,2.5,108,20.3,13.7,27.1,0,8.2,2.4,50.1,2.88,0,2013.44,557.59
2014-05-19,31124,2.5,108,20,14.1,26.2,0,7.7,2.3,55.1,2.74,0,2015.14,546.81
2014-05-20,34108,2.5,108,21.5,16.1,28.4,0,7.6,2.2,45.4,2.3,0,2011.26,542.96
2014-05-21,36693,2.5,108,20.1,15.9,26.5,0,10.7,3.7,65.3,3.07,0,2008.33,545.59
2014-05-22,37092,2.5,108,20.9,13.6,28.3,0,7.6,2.5,63.4,2.91,0,2015.59,546.75
2014-05-23,48913,2.5,108,22,17.6,27.8,0,7.8,2.9,68.4,2.51,0,2017.17,549.7
2014-05-24,61517,2.5,108,21.3,16.9,27.9,0,9.6,2.3,68.8,2.32,0,2017.17,549.7
2014-05-25,66633,2.5,108,20.5,18.3,24.9,21,10.5,2.4,78.9,1.28,0,2017.17,549.7
2014-05-26,31742,2.5,108,19.4,16.5,24.7,1.5,13.6,4,67.4,3.06,0,2010.35,548.83
2014-05-27,34640,2.5,108,22.8,16.7,28.3,0,12.6,4.2,49.5,2.81,0,1997.63,547.97
2014-05-28,41547,2.5,108,24,19.9,29.8,0,8.4,2.5,60.8,2.59,0,2017.06,549.96
2014-05-29,37214,2.5,108,23.2,17.5,30.9,0,9.2,2.8,54.6,2.86,0,2012.26,549.61
2014-05-30,48901,2.5,108,24.8,17.3,31.8,0,7.5,2.1,42.5,2.79,0,1994.96,546.53
2014-05-31,62050,2.5,108,26.2,20.5,33.3,0,8.7,2.6,50.3,2.79,0,1994.96,546.53
2014-06-01,58976,2.5,108,24.7,20.4,29.9,0,6,1.9,58.1,2.03,0,1994.96,546.53
2014-06-02,35291,2.5,108,22.6,20.6,24.6,2,9.3,2.2,73.5,1.02,0,2002,535.15
2014-06-03,45449,2.5,108,18.7,17.5,21,33,9.3,3.5,95.3,1.03,0,2008.56,531.28
2014-06-04,53143,2.5,108,22.8,18.7,27.8,0,11.2,4.3,61.5,3.09,0,2008.56,531.28
2014-06-05,41748,2.5,108,22.9,20.4,26.1,0,9.7,2.9,58.8,1.67,0,1995.48,523.12
2014-06-06,55338,2.5,108,24.4,18.8,31.1,0,8.3,2.4,58.9,3.02,0,1995.48,523.12
2014-06-07,53333,2.5,108,23.5,19.7,27.1,0,7.2,2.4,65.1,2.15,0,1995.48,523.12
2014-06-08,58351,2.5,108,21.4,19.2,24.5,0,8.1,3,75.3,1.95,0,1995.48,523.12
2014-06-09,31166,2.5,108,22.9,18.5,28.7,0,8.5,2.3,70.8,2.28,0,1990.04,524.03
2014-06-10,38067,2.5,108,23.6,20,29.3,5.5,7.6,2.1,72,2.67,0,2011.8,532.64
2014-06-11,40614,2.5,108,20.5,18.3,26.9,19,10.3,1.9,87.1,2.08,0,2014.67,533.3
2014-06-12,38401,2.5,108,21.2,17.3,27.1,0.1,8.8,2.8,73.9,3.03,0,2011.65,536.14
2014-06-13,46114,2.5,108,21.3,18.4,25.8,0,8.3,2.9,79,2.71,0,1990.85,536.34
2014-06-14,60635,2.5,108,22.5,18.3,27.7,0,8.7,3.3,71.6,2.96,0,1990.85,536.34
2014-06-15,60738,2.5,108,23.2,19.5,28.5,0,9.3,3.3,69.9,2.99,0,1990.85,536.34
2014-06-16,33128,2.5,108,23.9,19.1,29,0,7.2,2.5,66.4,2.55,0,1993.59,536.02
2014-06-17,40531,2.5,108,24.5,21.5,30.7,3.5,9,1.9,71.8,2.75,0,2001.55,537.9
2014-06-18,38838,2.5,108,24.4,20.5,29.1,0.1,9.2,3,71.3,2.48,0,1989.49,537.05
2014-06-19,38329,2.5,108,22.5,20.8,25.6,0,9.1,3.5,79.3,1.94,0,1992.03,536.79
2014-06-20,47626,2.5,108,24.2,20.7,28.6,1.5,7,1.6,76.5,2.03,0,1968.07,536.69
2014-06-21,65638,2.5,108,23.1,19.8,28.2,8.5,7.2,2.7,80.9,1.92,0,1968.07,536.69
2014-06-22,69220,2.5,108,23.7,20.2,29,0.4,8.5,1.8,74.4,2.39,0,1968.07,536.69
2014-06-23,41199,2.5,108,21,19.4,23.2,24.5,14.2,1.4,91.4,1.01,0,1974.92,529.96
2014-06-24,34807,2.5,108,22.9,19.4,27.2,0,8.3,2.4,74.6,2.27,0,1994.35,529.49
2014-06-25,36685,2.5,108,23.8,20.2,29,0,7.5,2.3,74.1,2.53,0,1981.77,527.26
2014-06-26,39455,2.5,108,24.4,20.2,29.5,0,7.1,2.4,68,2.81,0,1995.05,530.04
2014-06-27,45361,2.5,108,24.1,20.6,29.5,0,8.5,2.8,74.8,2.95,0,1988.51,531.43
2014-06-28,58280,2.5,108,23.8,21.3,28.4,0,11.8,3.8,71.6,2.62,0,1988.51,531.43
2014-06-29,57286,2.5,108,24.1,20.9,29.8,0,6.8,2.1,70.3,1.81,0,1988.51,531.43
2014-06-30,33576,2.5,108,25.3,21.2,30.2,0,8.5,2.7,68,2.45,0,2002.21,537.06
2014-07-01,36105,2.5,108,26,21.1,31.2,0,6.7,2.1,67.8,2.44,0,1999,544.9
2014-07-02,40230,2.5,108,25.7,22.1,31.1,20.5,8.2,2.5,77.3,2.19,0,2015.28,549.03
2014-07-03,39780,2.5,108,22.6,21.4,24.7,2,11.2,2.8,85.5,1.03,0,2010.97,550.68
2014-07-04,46259,2.5,108,26.8,21.6,32.3,0,7.5,2.4,62.1,2.84,0,2009.66,552.9
2014-07-05,58065,2.5,108,25.7,22.3,29.7,0,5.4,2.1,70.4,1.72,0,2009.66,552.9
2014-07-06,56933,2.5,108,25.7,23,29.5,0,8.3,2.1,65.8,2.36,0,2009.66,552.9
2014-07-07,33620,2.5,108,27.1,20.8,33.8,0,7.7,2.3,61.4,2.97,0,2005.12,553.15
2014-07-08,36990,2.5,108,25.9,23.7,29.3,0.2,7.2,1.9,73,1.5,0,2006.66,554.9
2014-07-09,39888,2.5,108,27.6,25.6,33,0.5,8.3,2.2,78.3,1.67,0,2000.5,555.84
2014-07-10,39622,2.5,108,28.9,24.6,33.6,0,11,2.9,57.9,3.27,0,2002.84,559.32
2014-07-11,46870,2.5,108,27.1,23,32.8,0,12.3,4,63.4,3.63,0,1988.74,556.58
2014-07-12,57525,2.5,108,25.3,22.9,29.6,0,7.5,3.2,74.3,3.63,0,1988.74,556.58
2014-07-13,60621,2.5,108,25.4,23,29.4,0,9.4,3.3,73.4,3.63,0,1988.74,556.58
2014-07-14,34047,2.5,108,26.4,22.8,30.7,0,8.1,3.3,70.8,3.63,0,1993.88,561.5
2014-07-15,36793,2.5,108,26.8,23.9,32.3,0,8.6,2.4,69.4,3.63,0,2012.72,559.15
2014-07-16,37251,2.5,108,26.6,23.5,32.2,0,8.3,2.7,68.4,3.63,0,2013.48,555.27
2014-07-17,40089,2.5,108,25.9,23.6,29.6,0.2,9.6,3.1,75.9,3.63,0,2020.9,558.94
2014-07-18,56727,2.5,108,26.1,22.6,30.6,1.5,7.9,2.6,80.5,3.63,0,2019.42,560.26
2014-07-19,56813,2.5,108,27,24.7,30.7,0,8.2,2.4,79.8,3.63,0,2019.42,560.26
2014-07-20,58376,2.5,108,27.9,24.6,33.2,0,8.3,2.6,75.8,3.63,0,2019.42,560.26
2014-07-21,33805,2.5,108,27.3,24.4,31.6,0,8.8,3,73.9,3.63,0,2018.5,561.75
2014-07-22,41179,2.5,108,25.9,24.6,28.2,16.5,11.2,4.4,83.9,3.63,0,2028.93,564.93
2014-07-23,41480,2.5,108,23.6,21.7,25.2,55,10.6,3.2,90,1.36,0,2028.32,563.14
2014-07-24,41272,2.5,108,21.9,19.1,24.5,48,6,2,92.8,1.3,0,2026.62,559.67
2014-07-25,53894,2.5,108,27.5,22.1,33.7,59.5,14.1,2.9,81.9,2.13,0,2033.85,562.78
2014-07-26,56242,2.5,108,22.6,20.8,27.3,2.5,18.2,6.4,86.1,0.54,0,2033.85,562.78
2014-07-27,59397,2.5,108,25,21.4,30.6,0,7.1,1.9,75,2.08,0,2033.85,562.78
2014-07-28,49148,2.5,108,26.6,21.6,31.3,0,6.7,1.9,71.6,2.52,0,2048.81,552.98
2014-07-29,39524,2.5,108,26.5,23.4,30.1,0,7.4,2.5,68.4,2.96,0,2061.97,541.82
2014-07-30,41941,2.5,108,28.6,25,33.5,0,7.9,2.2,70.6,2.54,0,2082.61,541.81
2014-07-31,46303,2.5,108,28.6,25.8,34.4,1.5,8.5,2.1,75.9,2.41,0,2076.12,536.32
2014-08-01,51138,2.5,108,30.2,24.7,34.7,0,7.1,2.6,63.4,2.75,0,2073.1,541.09
